Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
310586000%	20-12-2018	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals		Cumulus Financial	NY	1120100%		N/A	Referral	20-12-2018	Closed with explanation	Yes	N/A
318884500%	23-03-2019	Mortgage	Conventional home mortgage	Trouble during payment process	""""""		Cumulus Financial	MI	481XX		Consent provided	Web	23-03-2019	Closed with explanation	Yes	N/A
225949900%	21-12-2016	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	VA	2401800%		N/A	Referral	22-12-2016	Closed with explanation	No	No
233317700%	4294900%	Credit card	""""""	Credit line increase/decrease	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9202000%		Consent not provided	Web	4294900%	Closed with explanation	Yes	No
104502100%	25-09-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NC	2856200%		N/A	Web	25-09-2014	Closed with monetary relief	Yes	No
197246300%	16-06-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	331XX		N/A	Phone	16-06-2016	Closed with explanation	Yes	No
310624700%	20-12-2018	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Transaction was not authorized		Cumulus Financial	OK	7306900%		N/A	Referral	20-12-2018	Closed with explanation	Yes	N/A
77183600%	21-03-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NC	2867700%	Older American	N/A	Postal mail	28-03-2014	Closed with explanation	Yes	No
41541200%	23-05-2013	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	NY	117XX		N/A	Web	29-05-2013	Closed with explanation	Yes	No
315366900%	15-02-2019	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Card was charged for something you did not purchase with the card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CO	8140100%		N/A	Phone	19-03-2019	Closed with explanation	Yes	N/A
28038000%	31-01-2013	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	OR	9720200%		N/A	Web	31-01-2013	Closed with explanation	Yes	Yes
167597800%	30-11-2015	Debt collection	Mortgage	Cont'd attempts collect debt not owed	Debt is not mine	Company chooses not to provide a public response	Cumulus Financial	NY	1120300%		Consent not provided	Web	4232000%	Closed with explanation	Yes	No
158828300%	4201400%	Credit card	""""""	Billing statement	""""""	Company chooses not to provide a public response	Cumulus Financial	FL	3347000%	Older American	N/A	Phone	4201400%	Closed with explanation	Yes	No
37016500%	4127800%	Mortgage	FHA mortgage	Settlement process and costs	""""""		Cumulus Financial	NE	681XX		N/A	Web	4127800%	Closed with monetary relief	Yes	No
50886700%	29-08-2013	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	MD	2071500%		N/A	Web	4137300%	Closed with explanation	Yes	No
77608300%	25-03-2014	Bank account or service	Savings account	Deposits and withdrawals	""""""		Cumulus Financial	NY	1122500%		N/A	Web	24-03-2014	Closed with explanation	Yes	Yes
105171100%	30-09-2014	Student loan	Non-federal student loan	Dealing with my lender or servicer	Trouble with how payments are handled		Cumulus Financial	PA	1514600%		N/A	Web	30-09-2014	Closed with explanation	Yes	No
189373800%	23-04-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OR	972XX		Consent not provided	Web	24-04-2016	Closed with explanation	No	Yes
152707300%	19-08-2015	Student loan	Non-federal student loan	Can't repay my loan	Can't get flexible payment options	Company chooses not to provide a public response	Cumulus Financial	MA	015XX		Consent not provided	Web	21-08-2015	Closed with monetary relief	Yes	No
108652800%	24-10-2014	Student loan	Non-federal student loan	Dealing with my lender or servicer	Having problems with customer service		Cumulus Financial	OR	9726600%		N/A	Phone	27-10-2014	Closed with explanation	Yes	No
156669900%	16-09-2015	Mortgage	Other mortgage	Other	""""""	Company chooses not to provide a public response	Cumulus Financial	FL	337XX		N/A	Referral	21-09-2015	Closed with explanation	Yes	No
10004900%	4124900%	Credit card	""""""	Billing statement	""""""		Cumulus Financial	MD	2113600%		N/A	Web	15-06-2012	Closed with monetary relief	Yes	No
155839900%	4228600%	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company chooses not to provide a public response	Cumulus Financial	FL	344XX	Service Member	N/A	Phone	4231700%	Closed with explanation	Yes	Yes
110569400%	4180100%	Mortgage	FHA mortgage	Settlement process and costs	""""""		Cumulus Financial	WA	9866500%		N/A	Phone	4192300%	Closed with explanation	Yes	No
216447000%	17-10-2016	Mortgage	Conventional fixed mortgage	Settlement process and costs	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TN	3733400%	Older American	Consent not provided	Web	17-10-2016	Closed with explanation	Yes	No
146571000%	13-07-2015	Bank account or service	Checking account	Problems caused by my funds being low	""""""	Company chooses not to provide a public response	Cumulus Financial	WA	9811700%		N/A	Referral	14-07-2015	Closed with explanation	Yes	No
8476400%	19-05-2012	Credit card	""""""	Credit determination	""""""		Cumulus Financial	VA	2322400%		N/A	Referral	4097400%	Closed with explanation	Yes	No
111883600%	16-11-2014	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	VA	2231400%		N/A	Web	16-11-2014	Closed with explanation	Yes	No
171647900%	24-12-2015	Bank account or service	Other bank product/service	Deposits and withdrawals	""""""	Company chooses not to provide a public response	Cumulus Financial	VA	223XX		N/A	Phone	24-12-2015	Closed with explanation	Yes	No
204349200%	4243700%	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	7502500%		N/A	Referral	4246800%	Closed with explanation	Yes	Yes
123510300%	4227900%	Credit card	""""""	Late fee	""""""		Cumulus Financial	CA	9136000%		N/A	Web	4227900%	Closed with explanation	Yes	No
114583700%	4180200%	Student loan	Non-federal student loan	Can't repay my loan	Can't get flexible payment options		Cumulus Financial	SC	2941800%		N/A	Web	4189400%	Closed with explanation	Yes	No
47335800%	4131300%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	FL	3290900%		N/A	Web	4131300%	Closed with monetary relief	Yes	No
189059000%	21-04-2016	Mortgage	Other mortgage	Other	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9250600%		N/A	Referral	22-04-2016	Closed with explanation	Yes	No
3947300%	4100300%	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	CT	688000%		N/A	Referral	4118600%	Closed without relief	Yes	Yes
191341500%	4252600%	Mortgage	Conventional fixed mortgage	Settlement process and costs	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9470600%	Older American	Consent not provided	Web	4261800%	Closed with explanation	Yes	No
235943700%	24-02-2017	Bank account or service	Checking account	Deposits and withdrawals	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3140500%		Consent not provided	Web	24-02-2017	Closed with explanation	No	No
220459000%	4265400%	Student loan	Non-federal student loan	Dealing with my lender or servicer	Having problems with customer service	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9278200%		Other	Web	14-11-2016	Closed with explanation	Yes	No
142569000%	17-06-2015	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	GA	3072100%		N/A	Referral	19-06-2015	Closed with monetary relief	Yes	No
101891000%	4186000%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	NC	2821400%		N/A	Web	4186000%	Closed with monetary relief	Yes	No
101740300%	4179900%	Student loan	Non-federal student loan	Dealing with my lender or servicer	Having problems with customer service		Cumulus Financial	NY	145XX		N/A	Web	4179900%	Closed with explanation	Yes	No
17658900%	23-10-2012	Mortgage	Conventional fixed mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	CA	9500800%		N/A	Web	25-10-2012	Closed with explanation	Yes	No
99507900%	21-08-2014	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	WA	9811800%		N/A	Web	26-08-2014	Closed with explanation	Yes	No
146222500%	4228400%	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt was paid		Cumulus Financial	AZ	850XX		Consent not provided	Web	4228400%	Closed with explanation	Yes	No
135513900%	30-04-2015	Credit card	""""""	Other	""""""		Cumulus Financial	AL	366XX		Consent not provided	Web	30-04-2015	Closed with explanation	Yes	No
318415300%	19-03-2019	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MA	021XX	Older American	N/A	Phone	19-03-2019	Closed with explanation	Yes	N/A
10371900%	19-06-2012	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	WA	988XX	Older American	N/A	Web	21-06-2012	Closed with monetary relief	Yes	No
21622100%	31-12-2012	Credit card	""""""	Credit reporting	""""""		Cumulus Financial	MI	4822300%		N/A	Fax	31-12-2012	Closed with explanation	Yes	No
5923300%	17-04-2012	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	NY	113XX		N/A	Referral	17-04-2012	Closed with relief	Yes	No
247833700%	4295200%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""		Cumulus Financial	TX	7870200%		Consent not provided	Web	4295200%	Closed with explanation	Yes	N/A
358096500%	25-03-2020	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	CA	9002900%		N/A	Referral	26-03-2020	Closed with explanation	Yes	N/A
247824500%	4295200%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9470200%		N/A	Postal mail	4295200%	Closed with explanation	Yes	N/A
67543000%	17-01-2014	Credit card	""""""	Other fee	""""""		Cumulus Financial	FL	322XX		N/A	Web	17-01-2014	Closed with monetary relief	Yes	No
314686900%	4367900%	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial				N/A	Phone	19-02-2019	Closed with explanation	Yes	N/A
318627800%	20-03-2019	Debt collection	I do not know	Attempts to collect debt not owed	Debt was result of identity theft		Cumulus Financial	PR	92100%	Service Member	Consent not provided	Web	20-03-2019	Closed with non-monetary relief	Yes	N/A
201540900%	15-07-2016	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt was paid	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	100XX		Consent not provided	Web	4243700%	Closed with monetary relief	Yes	No
116781700%	23-12-2014	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	TX	7570300%		N/A	Web	23-12-2014	Closed with non-monetary relief	Yes	Yes
131273100%	4203900%	Credit card	""""""	Customer service / Customer relations	""""""		Cumulus Financial	PA	1506800%		Consent not provided	Web	4203900%	Closed with explanation	Yes	No
22806700%	4157900%	Mortgage	Other mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	WI	5307200%		N/A	Referral	16-01-2013	Closed with explanation	Yes	No
2590300%	23-02-2012	Credit card	""""""	Late fee	""""""		Cumulus Financial	ND	5855400%		N/A	Web	27-02-2012	Closed with relief	Yes	No
312499200%	15-01-2019	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Card opened as result of identity theft or fraud		Cumulus Financial	CT	642600%		N/A	Postal mail	15-01-2019	Closed with non-monetary relief	Yes	N/A
312947400%	21-01-2019	Debt collection	Other debt	Attempts to collect debt not owed	Debt was result of identity theft	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3212900%		Consent not provided	Web	31-01-2019	Closed with explanation	Yes	N/A
310408500%	18-12-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AL	368XX	Older American	Consent provided	Web	18-12-2018	Closed with explanation	Yes	N/A
316605700%	28-02-2019	Credit card or prepaid card	Store credit card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9213000%		Consent not provided	Web	28-02-2019	Closed with explanation	Yes	N/A
183651700%	17-03-2016	Credit card	""""""	Late fee	""""""		Cumulus Financial	CO	8023300%		N/A	Referral	24-03-2016	Closed with explanation	Yes	No
247843300%	4295200%	Checking or savings account	Checking account	Closing an account	Can't close your account		Cumulus Financial	CA	9583800%		Consent not provided	Web	4295200%	Closed with explanation	Yes	N/A
247843000%	4295200%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	ME	484900%		N/A	Referral	4298300%	Closed with explanation	Yes	N/A
66596200%	13-01-2014	Credit card	""""""	Billing statement	""""""		Cumulus Financial	OH	4361400%		N/A	Web	13-01-2014	Closed with explanation	Yes	No
16607300%	4100900%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	CA	9549200%		N/A	Referral	4116200%	Closed with monetary relief	Yes	No
178865200%	16-02-2016	Credit card	""""""	Credit card protection / Debt protection	""""""		Cumulus Financial	FL	3465400%		N/A	Phone	17-02-2016	Closed with explanation	Yes	Yes
107460600%	16-10-2014	Mortgage	Conventional adjustable mortgage (ARM)	Credit decision / Underwriting	""""""		Cumulus Financial	FL	3317300%		N/A	Web	16-10-2014	Closed with explanation	Yes	No
214114200%	30-09-2016	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	PA	180XX		Consent not provided	Web	30-09-2016	Closed with explanation	Yes	No
40615400%	13-05-2013	Credit card	""""""	Other	""""""		Cumulus Financial	MN	5511600%		N/A	Referral	14-05-2013	Closed with explanation	Yes	No
312759300%	17-01-2019	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9203700%		N/A	Phone	17-01-2019	Closed with explanation	Yes	N/A
316053500%	22-02-2019	Checking or savings account	Checking account	Managing an account	Banking errors	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9458300%		N/A	Phone	25-02-2019	Closed with monetary relief	Yes	N/A
247833900%	4295200%	Mortgage	Other type of mortgage	Closing on a mortgage	""""""		Cumulus Financial	IL	6017500%		Other	Web	4295200%	Closed with explanation	Yes	N/A
35782800%	16-03-2013	Credit card	""""""	Credit reporting	""""""		Cumulus Financial	CA	9191500%		N/A	Web	18-03-2013	Closed with explanation	Yes	No
318194500%	16-03-2019	Debt collection	I do not know	Written notification about debt	Didn't receive notice of right to dispute	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MA	214800%		Consent not provided	Web	20-03-2019	Closed with explanation	Yes	N/A
318729900%	21-03-2019	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Card opened as result of identity theft or fraud	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OR	9750400%		Consent not provided	Web	21-03-2019	Closed with explanation	Yes	N/A
313415900%	26-01-2019	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Card was charged for something you did not purchase with the card		Cumulus Financial	MI	483XX		Consent not provided	Web	26-01-2019	Closed with non-monetary relief	Yes	N/A
318907600%	23-03-2019	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	CA	9453100%		N/A	Postal mail	23-03-2019	Closed with explanation	Yes	N/A
319040800%	25-03-2019	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	25-03-2019	Closed with explanation	Yes	N/A
319094900%	26-03-2019	Checking or savings account	Checking account	Opening an account	Account opened as a result of fraud	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3190700%		Consent not provided	Web	26-03-2019	Closed with explanation	Yes	N/A
304463900%	4344400%	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial	CA	9131600%		N/A	Referral	25-10-2018	Closed with explanation	Yes	N/A
118512000%	4218600%	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	TX	7737900%		N/A	Web	4218600%	Closed with explanation	Yes	No
313581000%	29-01-2019	Credit card or prepaid card	Store credit card	Problem with a purchase shown on your statement	Card was charged for something you did not purchase with the card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL			Consent provided	Web	29-01-2019	Closed with monetary relief	Yes	N/A
66048400%	4185200%	Credit card	""""""	Credit determination	""""""		Cumulus Financial	MA	184100%		N/A	Web	4185200%	Closed with explanation	Yes	No
39644600%	4127900%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	KY	4170100%		N/A	Referral	4131000%	Closed with explanation	Yes	No
318741800%	21-03-2019	Debt collection	Mortgage debt	Took or threatened to take negative or legal action	Collected or attempted to collect exempt funds	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OK	7401400%	Older American	Consent not provided	Web	21-03-2019	Closed with explanation	Yes	N/A
310239400%	17-12-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial				N/A	Phone	21-12-2018	Closed with explanation	Yes	N/A
310478600%	19-12-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4405500%		N/A	Referral	19-12-2018	Closed with explanation	No	N/A
315932000%	4367900%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	NV	8917800%		N/A	Referral	21-02-2019	Closed with explanation	Yes	N/A
314682900%	4367900%	Checking or savings account	Checking account	Managing an account	Fee problem	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	086XX		Consent not provided	Web	13-02-2019	Closed with non-monetary relief	Yes	N/A
309119400%	4320200%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NV	8914900%		N/A	Phone	4341600%	Closed with monetary relief	Yes	N/A
112828700%	23-11-2014	Credit card	""""""	Other	""""""		Cumulus Financial	IL	6061800%		N/A	Web	23-11-2014	Closed with explanation	Yes	No
11438400%	4115900%	Credit card	""""""	Late fee	""""""		Cumulus Financial	NY	120XX		N/A	Web	4122000%	Closed with monetary relief	Yes	No
215742600%	4268400%	Credit card	""""""	Credit card protection / Debt protection	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	PA	180XX		Consent not provided	Web	4268400%	Closed with non-monetary relief	Yes	No
313332500%	25-01-2019	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9222500%		Consent not provided	Web	25-01-2019	Closed with explanation	Yes	N/A
256842500%	4289300%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals		Cumulus Financial	CA	9412900%		N/A	Referral	4292300%	Closed with explanation	Yes	N/A
316898100%	4355800%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	946XX		Consent not provided	Web	4358800%	Closed with explanation	Yes	N/A
221918900%	22-11-2016	Credit card	""""""	Customer service / Customer relations	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IL	085XX		Consent not provided	Web	22-11-2016	Closed with monetary relief	Yes	No
310583300%	20-12-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NC	2834800%		N/A	Phone	20-12-2018	Closed with explanation	Yes	N/A
216057600%	14-10-2016	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1137800%		N/A	Referral	18-10-2016	Closed with explanation	Yes	No
318387600%	18-03-2019	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals		Cumulus Financial	IL	6065100%		N/A	Referral	19-03-2019	Closed with monetary relief	Yes	N/A
258815700%	28-07-2017	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3009300%	Older American	Consent provided	Web	31-07-2017	Closed with explanation	Yes	N/A
316828600%	4355800%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""		Cumulus Financial	TX	7500600%		Consent not provided	Web	4355800%	Closed with monetary relief	Yes	N/A
247880900%	4295200%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	NJ	701100%		N/A	Referral	4298300%	Closed with explanation	Yes	N/A
318052100%	15-03-2019	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9261400%		N/A	Postal mail	15-03-2019	Closed with explanation	Yes	N/A
247918000%	4295200%	Checking or savings account	Checking account	Managing an account	Funds not handled or disbursed as instructed		Cumulus Financial	NY	1012800%		Consent not provided	Web	4295200%	Closed with explanation	Yes	N/A
316488800%	27-02-2019	Checking or savings account	Other banking product or service	Managing an account	Banking errors		Cumulus Financial	FL	3312700%	Older American	N/A	Phone	27-02-2019	Closed with explanation	Yes	N/A
105733300%	4170800%	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	TX	7874500%		N/A	Web	4170800%	Closed with explanation	Yes	No
236042400%	24-02-2017	Credit card	""""""	Late fee	""""""		Cumulus Financial	OH	4450500%		N/A	Referral	4273800%	Closed with explanation	Yes	Yes
20014100%	30-11-2012	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	IL	6040200%		N/A	Referral	4098000%	Closed with explanation	Yes	No
5562800%	4121700%	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	9160700%		N/A	Referral	4121700%	Closed without relief	Yes	No
10276300%	16-06-2012	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	KY	4101500%		N/A	Web	18-06-2012	Closed with monetary relief	Yes	No
103610200%	19-09-2014	Mortgage	Other mortgage	Settlement process and costs	""""""		Cumulus Financial	TX	7613300%		N/A	Web	19-09-2014	Closed with explanation	Yes	No
156747300%	16-09-2015	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt is not mine		Cumulus Financial	TX	770XX		Consent not provided	Web	16-09-2015	Closed with explanation	Yes	Yes
105783700%	4170800%	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	FL	3364700%		N/A	Web	4170800%	Closed with explanation	Yes	Yes
315953000%	22-02-2019	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Card was charged for something you did not purchase with the card		Cumulus Financial	CA	9178900%		Consent not provided	Web	28-02-2019	Closed with explanation	Yes	N/A
314200200%	4346700%	Mortgage	Other type of mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	5534000%		N/A	Referral	4355700%	Closed with explanation	Yes	N/A
243553700%	14-04-2017	Student loan	Non-federal student loan	Can't repay my loan	Can't decrease my monthly payments	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IA	515XX		Consent not provided	Web	14-04-2017	Closed with explanation	Yes	No
4367600%	4100300%	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	IL	604XX		N/A	Web	4103300%	Closed without relief	Yes	No
166410600%	19-11-2015	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	CA	9520600%	Older American	N/A	Postal mail	24-11-2015	Closed with explanation	Yes	No
188926800%	20-04-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NY	1046600%		N/A	Referral	27-04-2016	Closed with monetary relief	Yes	No
11190800%	4097500%	Bank account or service	(CD) Certificate of deposit	Deposits and withdrawals	""""""		Cumulus Financial	TX	7815500%		N/A	Phone	4106700%	Closed with explanation	Yes	Yes
105518000%	4168000%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	NC	2840500%		N/A	Web	4168000%	Closed with monetary relief	Yes	No
32604800%	21-02-2013	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	NJ	852700%		N/A	Postal mail	22-02-2013	Closed with explanation	Yes	No
119418700%	14-01-2015	Credit card	""""""	Transaction issue	""""""		Cumulus Financial	KS	6000700%		N/A	Web	14-01-2015	Closed with explanation	Yes	No
196742300%	14-06-2016	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	WA	9837100%		N/A	Referral	15-06-2016	Closed with monetary relief	Yes	No
16878800%	4119200%	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	NY	1136800%		N/A	Referral	4125300%	Closed with explanation	Yes	No
17507700%	21-10-2012	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	FL	331XX		N/A	Web	22-10-2012	Closed with explanation	Yes	No
76809300%	4197600%	Credit card	""""""	Advertising and marketing	""""""		Cumulus Financial	LA	7060500%	Older American	N/A	Web	4197600%	Closed with explanation	Yes	Yes
193874800%	24-05-2016	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	NY	1412000%		N/A	Referral	31-05-2016	Closed with explanation	Yes	No
4243000%	29-03-2012	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	GA	3032700%		N/A	Web	30-03-2012	Closed without relief	Yes	No
154181700%	28-08-2015	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	MD	2110200%		N/A	Referral	14-09-2015	Closed with monetary relief	Yes	No
12245400%	23-07-2012	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	IL	600XX		N/A	Phone	24-07-2012	Closed with monetary relief	Yes	No
133546500%	17-04-2015	Debt collection	Credit card	Taking/threatening an illegal action	Threatened to sue on too old debt		Cumulus Financial	CA	9224000%		Consent not provided	Web	17-04-2015	Closed with explanation	Yes	No
202572800%	22-07-2016	Credit card	""""""	Rewards	""""""		Cumulus Financial	DC	2000900%		Consent not provided	Web	22-07-2016	Closed with explanation	Yes	Yes
67724500%	20-01-2014	Credit card	""""""	Late fee	""""""		Cumulus Financial	WI	530XX		N/A	Web	20-01-2014	Closed with monetary relief	Yes	No
218275600%	27-10-2016	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	CA	9411600%		N/A	Postal mail	31-10-2016	Closed with explanation	Yes	No
160415300%	13-10-2015	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	TX	7500700%		N/A	Referral	15-10-2015	Closed with explanation	Yes	No
37443900%	4136800%	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	DE	198XX		N/A	Web	4139800%	Closed with explanation	Yes	Yes
105336200%	4164900%	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	NY	1100300%		N/A	Referral	4183000%	Closed with monetary relief	Yes	No
2171300%	4112300%	Credit card	""""""	Collection debt dispute	""""""		Cumulus Financial	NJ	700600%		N/A	Referral	4115400%	Closed without relief	Yes	Yes
232620100%	4279600%	Credit card	""""""	Credit determination	""""""		Cumulus Financial	AZ	8525500%		N/A	Postal mail	4294900%	Closed with explanation	Yes	Yes
7552600%	4121800%	Credit card	""""""	Other fee	""""""		Cumulus Financial	CA	949XX		N/A	Web	4121800%	Closed with relief	Yes	No
